"","res_name_group"
"2349","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2350","EPE"
"2351","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2352","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2353","CA"
"2354","CL"
"2355","NI"
"2356","EDO_BME_ETA"
"2357","FBP"
"2358","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2359","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"2360","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2361","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2362","K"
"2363","6OG"
"2364","NA"
"2365","MG"
"2366","FE2"
"2367","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2368","EDO_BME_ETA"
"2369","CME"
"2370","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2371","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2372","ZN"
"2373","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2374","1PE_P6G_PLM_OLA_1PG_PG6_SPH_STE_PAM"
"2375","NAG_NDG_A2G_NGA_MAG"
"2376","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2377","PG4_SPM_DAO_D12_PG5"
"2378","SAM_SFG"
"2379","NI"
"2380","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2381","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2382","CA"
"2383","CL"
"2384","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2385","NAD_NAP"
"2386","CA"
"2387","EDO_BME_ETA"
"2388","BRU"
"2389","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2390","NAG_NDG_A2G_NGA_MAG"
"2391","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2392","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2393","ZN"
"2394","SF4_F3S"
"2395","SRM"
"2396","ZN"
"2397","CA"
"2398","MG"
"2399","ZN"
"2400","EDO_BME_ETA"
"2401","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2402","CA"
"2403","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2404","NAD_NAP"
"2405","YB"
"2406","CA"
"2407","ZN"
"2408","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2409","GDP"
"2410","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2411","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2412","NAG_NDG_A2G_NGA_MAG"
"2413","CA"
"2414","CIT_FLC_NCD"
"2415","PLP_PMP_PLR"
"2416","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2417","EDO_BME_ETA"
"2418","NAG_NDG_A2G_NGA_MAG"
"2419","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2420","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2421","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2422","CA"
"2423","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2424","SF4_F3S"
"2425","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2426","ZN"
"2427","ZN"
"2428","BEZ_PHB_MBO_SAL_NCA_NPO_NIO_DHB"
"2429","ZN"
"2430","CA"
"2431","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2432","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"2433","CA"
"2434","EPE"
"2435","8OG"
"2436","CA"
"2437","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2438","MG"
"2439","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2440","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2441","ZN"
"2442","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2443","NAG_NDG_A2G_NGA_MAG"
"2444","ZN"
"2445","NA"
"2446","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2447","MLI_MLA_IVA_ASJ"
"2448","NDP_NAI"
"2449","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"2450","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2451","HG"
"2452","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2453","FE"
"2454","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2455","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2456","BOG_BNG_BHG_HTG"
"2457","CRO"
"2458","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2459","C8E_OLC_P33_7PE_P4C_ACD"
"2460","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"2461","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"2462","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2463","PE4_2PE_PE8_PE5_SQU"
"2464","MN"
"2465","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2466","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2467","TPO"
"2468","HEM"
"2469","ZN"
"2470","CU"
"2471","ZN"
"2472","TRS"
"2473","ZN"
"2474","ZN"
"2475","NAG_NDG_A2G_NGA_MAG"
"2476","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2477","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2478","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2479","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2480","CA"
"2481","NA"
"2482","ZN"
"2483","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2484","FAD_FDA"
"2485","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2486","EDO_BME_ETA"
"2487","CL"
"2488","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2489","FAD_FDA"
"2490","FAD_FDA"
"2491","SF4_F3S"
"2492","SF4_F3S"
"2493","FES"
"2494","HEM"
"2495","NA"
"2496","AU"
"2497","FAD_FDA"
"2498","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2499","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2500","ZN"
"2501","CL"
"2502","TPO"
"2503","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2504","MLI_MLA_IVA_ASJ"
"2505","MG"
"2506","MG"
"2507","GSH"
"2508","NDP_NAI"
"2509","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2510","CA"
"2511","CL"
"2512","MG"
"2513","CL"
"2514","AMP_5GP_CMP_IMP_PCG_XMP"
"2515","NAG_NDG_A2G_NGA_MAG"
"2516","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2517","PCA"
"2518","HEM"
"2519","CAM"
"2520","K"
"2521","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2522","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2523","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"2524","NAG_NDG_A2G_NGA_MAG"
"2525","CA"
"2526","CL"
"2527","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2528","CA"
"2529","ZN"
"2530","CA"
"2531","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2532","SIA_DAN_SLB"
"2533","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2534","EDO_BME_ETA"
"2535","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2536","EDO_BME_ETA"
"2537","CA"
"2538","TPO"
"2539","MN"
"2540","SAH"
"2541","NA"
"2542","HEM"
"2543","A8S"
"2544","MN"
"2545","ZN"
"2546","EDO_BME_ETA"
"2547","ZN"
"2548","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2549","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2550","ZN"
"2551","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2552","CA"
"2553","NA"
"2554","MN"
"2555","K"
"2556","CA"
"2557","EDO_BME_ETA"
"2558","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2559","U5P_C5P_TMP_UMP_UP6_2YR"
"2560","MG"
"2561","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2562","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2563","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2564","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"2565","TYS"
"2566","NA"
"2567","CSD"
"2568","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2569","FE2"
"2570","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2571","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2572","AMP_5GP_CMP_IMP_PCG_XMP"
"2573","CSO"
"2574","ZN"
"2575","CSO"
"2576","CU"
"2577","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2578","ZN"
"2579","MG"
"2580","K"
"2581","MLE"
"2582","DAL"
"2583","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2584","ZN"
"2585","NAG_NDG_A2G_NGA_MAG"
"2586","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2587","CL"
"2588","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2589","CSS"
"2590","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2591","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2592","HED_HEZ_OCT_PG0_ACA"
"2593","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2594","NAD_NAP"
"2595","NAG_NDG_A2G_NGA_MAG"
"2596","CA"
"2597","ZN"
"2598","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2599","SAH"
"2600","TLA_TAR_MLT_SRT_OAA_LMR"
"2601","NA"
"2602","YB"
"2603","ZN"
"2604","MLZ"
"2605","PGE_SPD_F09_D10"
"2606","MN"
"2607","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2608","ZN"
"2609","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2610","PEG_DEP"
"2611","ZN"
"2612","HEM"
"2613","ZN"
"2614","H4B_HBI"
"2615","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2616","ZN"
"2617","DIO"
"2618","CA"
"2619","LMT_DMU_MA4_UMQ_LMU_CM5"
"2620","BR"
"2621","ZN"
"2622","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2623","EDO_BME_ETA"
"2624","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2625","SAH"
"2626","MLZ"
"2627","ZN"
"2628","8OG"
"2629","TTP_DCP_CTP_TYD_DUP_UTP_CDP_0KX_D3T_DUD"
"2630","NA"
"2631","CL"
"2632","ZN"
"2633","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2634","MG"
"2635","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2636","EDO_BME_ETA"
"2637","NAG_NDG_A2G_NGA_MAG"
"2638","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2639","NAG_NDG_A2G_NGA_MAG"
"2640","NAG_NDG_A2G_NGA_MAG"
"2641","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2642","AMP_5GP_CMP_IMP_PCG_XMP"
"2643","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2644","CU"
"2645","HEM"
"2646","CMO_OXY_CYN_NO_OH_CUA_0QE_PEO_MOH_PER_CF0_FOR"
"2647","C8E_OLC_P33_7PE_P4C_ACD"
"2648","NAG_NDG_A2G_NGA_MAG"
"2649","NI"
"2650","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2651","FES"
"2652","CA"
"2653","TRS"
"2654","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2655","CA"
"2656","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2657","FMN_RBF"
"2658","MG"
"2659","NAG_NDG_A2G_NGA_MAG"
"2660","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2661","NDP_NAI"
"2662","PT"
"2663","EDO_BME_ETA"
"2664","CO"
"2665","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"2666","CA"
"2667","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2668","ZN"
"2669","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2670","CL"
"2671","NA"
"2672","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2673","MAL_LAT_CBI_LBT"
"2674","PGV_EPH_LHG_PTY_PEK"
"2675","LMT_DMU_MA4_UMQ_LMU_CM5"
"2676","CIT_FLC_NCD"
"2677","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2678","NA"
"2679","SAH"
"2680","CA"
"2681","HG"
"2682","ZN"
"2683","GDP"
"2684","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2685","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2686","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2687","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2688","HIC"
"2689","BEZ_PHB_MBO_SAL_NCA_NPO_NIO_DHB"
"2690","C2E"
"2691","MG"
"2692","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2693","FBP"
"2694","NAD_NAP"
"2695","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2696","NAG_NDG_A2G_NGA_MAG"
"2697","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2698","PTR"
"2699","K"
"2700","NA"
"2701","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2702","CA"
"2703","ZN"
"2704","NAG_NDG_A2G_NGA_MAG"
"2705","EPE"
"2706","MPD_MRD_POP_PPV_DPO_CP_BET_BOC"
"2707","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2708","NAD_NAP"
"2709","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2710","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2711","CL"
"2712","EDO_BME_ETA"
"2713","NAG_NDG_A2G_NGA_MAG"
"2714","NA"
"2715","CA"
"2716","HG"
"2717","NDP_NAI"
"2718","CA"
"2719","NA"
"2720","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2721","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2722","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2723","MG"
"2724","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2725","FMN_RBF"
"2726","CA"
"2727","CA"
"2728","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2729","NAG_NDG_A2G_NGA_MAG"
"2730","EDO_BME_ETA"
"2731","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2732","ZN"
"2733","NA"
"2734","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2735","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2736","CA"
"2737","CA"
"2738","SR"
"2739","NA"
"2740","CU"
"2741","PGV_EPH_LHG_PTY_PEK"
"2742","CMO_OXY_CYN_NO_OH_CUA_0QE_PEO_MOH_PER_CF0_FOR"
"2743","LMT_DMU_MA4_UMQ_LMU_CM5"
"2744","FME"
"2745","ZN"
"2746","MG"
"2747","CDL"
"2748","NA"
"2749","SEP"
"2750","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2751","NAG_NDG_A2G_NGA_MAG"
"2752","CA"
"2753","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2754","ZN"
"2755","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2756","ZN"
"2757","MG"
"2758","CL"
"2759","NAD_NAP"
"2760","NAG_NDG_A2G_NGA_MAG"
"2761","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2762","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2763","CIT_FLC_NCD"
"2764","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2765","NA"
"2766","MG"
"2767","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2768","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2769","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2770","MG"
"2771","NA"
"2772","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2773","NA"
"2774","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2775","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2776","DTT_DTU_DTV"
"2777","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2778","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2779","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2780","HEM"
"2781","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2782","M3L"
"2783","HEC_COH"
"2784","FAD_FDA"
"2785","HEM"
"2786","NAG_NDG_A2G_NGA_MAG"
"2787","TLA_TAR_MLT_SRT_OAA_LMR"
"2788","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2789","CA"
"2790","NAG_NDG_A2G_NGA_MAG"
"2791","NAG_NDG_A2G_NGA_MAG"
"2792","CO"
"2793","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2794","GDP"
"2795","TPO"
"2796","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2797","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2798","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2799","CL"
"2800","SEP"
"2801","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2802","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2803","PEP_2PG"
"2804","MN"
"2805","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2806","CL"
"2807","NAG_NDG_A2G_NGA_MAG"
"2808","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2809","FMN_RBF"
"2810","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2811","COA_ACO_CAA"
"2812","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2813","CA"
"2814","MN"
"2815","NA"
"2816","ACE_NH2_FMT_SCN_EOH_AZI_NO2_FEO_IUM_CO2_CCN_EMC_C2O_N2O"
"2817","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2818","MN"
"2819","MLY"
"2820","CU"
"2821","NAG_NDG_A2G_NGA_MAG"
"2822","CA"
"2823","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2824","M3L"
"2825","NAD_NAP"
"2826","HG"
"2827","CL"
"2828","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2829","ZN"
"2830","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2831","FE2"
"2832","DTT_DTU_DTV"
"2833","EDO_BME_ETA"
"2834","EDO_BME_ETA"
"2835","GDP"
"2836","CL"
"2837","EDO_BME_ETA"
"2838","FE"
"2839","ZN"
"2840","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2841","DIO"
"2842","AMP_5GP_CMP_IMP_PCG_XMP"
"2843","CL"
"2844","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2845","PG4_SPM_DAO_D12_PG5"
"2846","CL"
"2847","NAG_NDG_A2G_NGA_MAG"
"2848","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2849","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2850","DOC"
"2851","EPE"
"2852","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2853","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2854","MLI_MLA_IVA_ASJ"
"2855","ADP_ATP_ANP_GNP_ACP_DTP_GTP_DGT_APC_AGS_GSP_GCP"
"2856","SEP"
"2857","EPE"
"2858","ZN"
"2859","MG"
"2860","PG4_SPM_DAO_D12_PG5"
"2861","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2862","CU"
"2863","MLI_MLA_IVA_ASJ"
"2864","NA"
"2865","EDO_BME_ETA"
"2866","MG"
"2867","FE2"
"2868","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2869","MG"
"2870","MAN_BMA_GAL_FUC_BGC_GLC_XYP_FUL_GLA_XYS_MMA_RAM_BDP_SKM_GCU_XYL_ADA_G2F_GCS_SGC_NOJ_INS_G6D_FCA_ACI"
"2871","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2872","HEM"
"2873","FE2"
"2874","UPG_UD1_GDU"
"2875","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2876","CL"
"2877","ZN"
"2878","CA"
"2879","COA_ACO_CAA"
"2880","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2881","HEM"
"2882","CA"
"2883","MN"
"2884","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2885","CRO"
"2886","PLP_PMP_PLR"
"2887","GOL_PGO_SGM_DMF_PGR_PPI_GLV_HAE"
"2888","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2889","SO4_PO4_CAC_NH4_ALF_VO4_CAD_WO4_TBU_2HP_MOO"
"2890","PEG_DEP"
"2891","PG4_SPM_DAO_D12_PG5"
"2892","PGE_SPD_F09_D10"
"2893","ACT_DMS_ACY_NO3_IPA_CO3_BCT_BEF_SO3_AF3_GAI_URE_PO3_ACN_MOS_ACM_MGF_BO3"
"2894","IOD"
"2895","F6P"
"2896","MG"
